Lab,Experimenter,Drug for Plate,Drug for Plate Concentration,Drug for plate concentration units,Worm Species,Worm Strain from plate,Worm strain thaw date,Start Date,Plate_Title,PlateID,Age at Death,Dead,Censor,Reason for Censor,Temperature,DeathNoCen,Experiment Name,Experimenter for observation,Plate Position,scanner name,Story Board Annotator,model file,Experiment Name for Plate,Total,Compound_Conc,compound_vector,Duration_Not_Moving_Fast,AgeofAdult,Experiment Conditions,Enviromental Conditions,Subset,Group,Group
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,7,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,1,0,,20,14,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,1,0,,20,14,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,14,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,0,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,25,1,0,,20,25,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,25,1,0,,20,25,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,DMSO,0,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_CTRL-DMSO,50062395,32,1,0,,20,32,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_0ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_0ΜM = 0,,,,,B,AF16~DMSO~0~B,AF16~DMSO~0~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,4,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,7,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,7,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,9,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,9,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,9,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,9,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,9,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,9,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,9,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,9,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,9,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,9,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,11,1,0,,20,11,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,11,1,0,,20,11,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,11,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,11,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,11,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,11,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,14,1,0,,20,14,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,14,1,0,,20,14,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,14,1,0,,20,14,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,14,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,16,1,0,,20,16,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,16,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,18,0,1,lost,20,,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,0,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
LITHGOW,HALL_D,RAPA,1,μM,C_BRIGGSAE,AF16,05/02/2016,05/23/2016,AF16_RAPA_1UM_1,50062410,21,1,0,,20,21,LS_052316_RAPA_AF16_DH,HALL_D,WORMS PARTIALLY PARALYZED ON DAY 2,,,,LS_052316_RAPA_AF16_DH,,RAPAMYCIN_1ΜM,CTRL_DMSO_0ΜM - RAPAMYCIN_1ΜM = 0,,,,,B,AF16~RAPA~1~B,AF16~RAPA~1~B
